,power,sum_real,sum_imaginary,var_real,var_imaginary,range_real,range_imag,real_skew,imag_skew,real_kurt,imag_kurt,Signal
0,0.7420823077755735,0.0,0.5023610898917226,0.6794587407393602,0.7236746519444407,0.5212256786612759,0.4810251324462413,0.5707660953637108,0.43953114886503475,0.48117654500695756,0.48045853151745366,1.0
1,0.6052565428796736,0.5693498369049613,0.47034651288923246,0.5903328094534828,0.5727236376266485,0.45826048387748725,0.39651210004981435,0.46543833122931993,0.659678058932353,0.3347092006740497,0.5281286926840759,1.0
2,0.7440273253076949,0.2587587665174198,0.5320448658042474,0.7256785613716877,0.6856796282130283,0.6764715758002489,0.4426417383279862,0.640661610554764,0.4496943119035816,0.3526593960573737,0.3468052645054261,1.0
3,0.7063761862089524,0.5082338335349291,0.49303661942004934,0.7054152875230567,0.6395894591176091,0.3998671640636201,0.5123380312075932,0.4634700683873475,0.528981110703095,0.14103209702779268,0.5222350664664892,1.0
4,0.7703875527581746,0.3986650459579079,0.4123755141027357,0.6418435516751313,0.821945424528284,0.36807023560063845,0.4827864482020151,0.34380646989746355,0.5281516285574467,0.3962237477609804,0.331070302704142,1.0
5,0.6895932741499594,0.6194793008282419,0.6143430241225291,0.7031251934953011,0.6100403104109896,0.39344724359479466,0.2645386713942834,0.5595162680438762,0.5500164839147647,0.41393772427965186,0.22627740208936656,1.0
6,0.7806652363312959,0.5044309088918488,0.35161499035303967,0.7235213643298618,0.7565327580303305,0.6115366918771185,0.6623293274160972,0.35159409006414244,0.6998387953663862,0.383967572977169,0.48776515305134466,1.0
7,0.7199096716671562,0.3372087687809308,0.3700851403276787,0.6561661712043777,0.7138485212655156,0.3856380270440666,0.49794484642276104,0.5939379274743174,0.6458984157772965,0.4094169151667491,0.5029563929496245,1.0
8,0.7780590635511678,0.7734568972009526,0.5176228906786877,0.8359511196245185,0.6341163835368971,0.44869097210997755,0.40554041662508705,0.4180841586307317,0.39441053560962647,0.30502289619551426,0.4530033784376501,1.0
9,0.845764354982746,0.6388090644167449,0.23036480138771542,0.8729994453897969,0.7195286163173205,0.39915972815886286,0.3830926360035618,0.8259351640586345,0.6205947085818178,0.3538532735180169,0.40245455462793595,1.0
10,0.8093909469167182,0.6128041021083849,0.52656794398497,0.8402791765046795,0.688968800568744,0.47372447712306676,0.6351054980148805,0.4498823731146699,0.31913749423739884,0.5974002317779092,0.4309987729681994,1.0
11,0.6782420795555126,0.4104714185584944,0.4948731220451206,0.667491482148103,0.626815856356823,0.43280919670104007,0.4616033559214101,0.6176280061059847,0.5594057745955352,0.49149981613309607,0.4966472578634084,1.0
12,0.7687516710086849,0.7983629762894915,0.27203326869184186,0.7661667266357622,0.6870249913998605,0.5693584356605674,0.39905540092870595,0.4169898081908837,0.8256376208895907,0.5656713354458438,0.3926371434010168,1.0
13,0.7139896526810094,0.5823670671488292,0.48357883299113374,0.661097393048023,0.6990429947218535,0.616820668714006,0.5813568869540927,0.5922193631506424,0.5921821739282962,0.7248337450655937,0.5432012751793835,1.0
14,0.7414598020166203,0.6987558962556673,0.6214215941632623,0.6514142071491346,0.7575583309817371,0.35699635886979575,0.49124640953202614,0.6136878559242268,0.37283815651416097,0.32388097847986513,0.3506257380119658,1.0
15,0.8235091007592992,0.061406018422831006,0.5061885549068929,0.8048015997011866,0.7455907105614011,0.4381619613007215,0.3737723194702952,0.4590612121394999,0.6530096563345668,0.5033438498848606,0.4505621261071437,1.0
16,0.7255832091335933,0.5258801197164102,0.34522925864868903,0.6526813200742341,0.7285002436399618,0.29239619646079074,0.546572331007205,0.5347504404440925,0.7318585536210724,0.2668249615705087,0.5030052631736394,1.0
