,power,sum_real,sum_imaginary,var_real,var_imaginary,range_real,range_imag,real_skew,imag_skew,real_kurt,imag_kurt,Signal
0,0.5805089937027194,0.49084062289479197,0.35371504352142097,0.4459963145988212,0.6343642060715059,0.2963933817274997,0.3927155502435427,0.47285847420894506,0.5367512669434111,0.30513445297760716,0.5783021329937603,1.0
1,0.7666768138018732,0.5460199715530386,0.6963452500915354,0.6209000601385853,0.7034251068130853,0.2514531062894296,0.33550078078095913,0.4171538274216502,0.5684261795554405,0.2670227809149496,0.35205552158976844,1.0
2,0.6381512861484031,0.2566899415783468,0.2918671890908736,0.6394117707356022,0.5047438251251526,0.22531810219754972,0.6819070328901807,0.5094714695173432,0.5738632292169815,0.3067659655705835,0.613828460758372,1.0
3,0.5947256826605727,0.29730584479580613,0.3602739080265957,0.41197587438397754,0.6870546836734465,0.25941642061024234,0.3732484102321277,0.4293488183241829,0.36067077900624833,0.17010950370092873,0.34458057674958353,1.0
4,0.801531057108516,0.5889909157414037,0.4138650959397912,0.5086041418374068,0.8738216873422889,0.3625114451383997,0.37481217080985313,0.6173748366143623,0.5189965861467439,0.45236919359168776,0.39673741828761916,1.0
5,0.5574531918290919,0.6194768339896357,0.36356243016140116,0.46068990403801097,0.5845134229806049,0.16483851731332388,0.42222163989653166,0.26814109721925694,0.6090726418221795,0.32477197508549244,0.4607962426645117,1.0
6,0.475904136841223,0.4378596086014887,0.4707309169210236,0.621250702340151,0.30679011101260517,0.35705120923643224,0.34741754737574554,0.449624133966163,0.7604864055398349,0.513421532848584,0.396915087704143,1.0
7,0.7723357268637252,0.21187770613630655,0.5018966679665813,0.6924409495990151,0.6354167677251278,0.27363510236704164,0.45058738510780205,0.5903767938884915,0.5316199341931572,0.3256888091133924,0.39590591274822984,1.0
8,0.4945970302486034,0.6209199603532117,0.4883237728121399,0.3641889747368839,0.5997568157541129,0.19450381852760715,0.3096789448227905,0.535459957597465,0.4116229114021947,0.4186349418156543,0.414684409153119,1.0
9,0.8100717105956361,0.441612007728699,0.2513960875437285,0.6306376423659152,0.754947928422941,0.34549709499576536,0.43569973805254797,0.48683002954829,0.6898172692326062,0.4971621733411785,0.41923810529561756,1.0
10,0.3630682388522266,0.31754987415617,0.24977666713246607,0.2518362793162486,0.531658015071354,0.2157286828543002,0.41570827426201507,0.5190549490947065,0.8079264525405971,0.2608110133959248,0.6049784620622468,1.0
11,0.47494362344380286,0.502061930421493,0.5485513731899776,0.5059574349474472,0.4256772782042083,0.3129343599371297,0.20716301673389634,0.31928399415139924,0.43222965154518617,0.24488177895930457,0.3212988191855914,1.0
12,0.5545786291856369,0.4888718993822633,0.648377240610698,0.5225869103743987,0.5158221586247073,0.4366417562962359,0.31859464157566525,0.3962371363813623,0.45318997436497666,0.28924235210169835,0.3266915655087977,1.0
13,0.5037701872796748,0.533116798698532,0.4527591000819944,0.6536830504345951,0.3107658700382869,0.4424579732126969,0.11416526850544577,0.3403919478468492,0.7308291003854042,0.5393919683621993,0.2828866852220257,1.0
14,0.5452762379171553,0.3151360451170214,0.41435475202896205,0.48648199408560555,0.5418131787860297,0.45739406309670955,0.27048716044355503,0.49308685574106204,0.6805552142549111,0.5302108634885113,0.38335512673720723,1.0
15,0.6255949511389256,0.4003284366982272,0.3025976793678972,0.5088298990751726,0.6290793947514727,0.3700731951705905,0.18371649008836297,0.42227665405920783,0.705460589760049,0.3659153361739777,0.16698214390585966,1.0
16,0.39506258357311574,0.25957212534182783,0.7212966843137808,0.35731641260536795,0.46088311606636695,0.19039150817598846,0.3114081542786153,0.4435412004696163,0.6731291620117872,0.40057357214798506,0.4012350035526005,1.0
17,0.633043522774145,0.39438845639080095,0.3623024188881659,0.7190666355226274,0.4201209921055855,0.48403594825605367,0.30176626818559005,0.7675094705747199,0.291572892604114,0.4249482541717358,0.34873209833943436,1.0
18,0.6764504238317994,0.3700053338016958,0.6012648367744257,0.6333884728092045,0.5688930252662016,0.32101834509088634,0.37132117644850837,0.5941438081472539,0.5532628150498002,0.3837891837620849,0.4301809905232433,1.0
19,0.5823415066642168,0.49748345606916783,0.497682899528363,0.4380073021348286,0.6463614031720117,0.3977730832502288,0.12220818917650517,0.38475675132572923,0.437516231116324,0.506906396306492,0.2075096197810505,1.0
20,0.33068984627701953,0.40761593370733396,0.6482001890078655,0.49499119692835436,0.234657213497607,0.16645263619452624,0.297645874930139,0.4057841408059002,0.6264849200709329,0.14167187014299829,0.37557901558594575,1.0
21,0.5265407894181884,0.5173721835563149,0.5162708720972932,0.6147463046234827,0.3831388783979683,0.21914424421884077,0.5041533126394496,0.317037696411855,0.5836993601931085,0.26972338376047494,0.46476094385682426,1.0
22,0.5051787199224094,0.41554132036188807,0.20849140518408563,0.4375379938388152,0.5334402393488467,0.27836461836729887,0.3342942107475223,0.39704885186729616,0.49490061272654695,0.416873279012007,0.36442715953975324,1.0
23,0.34923532703179266,0.5942016490527386,0.5116923812366906,0.43673818410163606,0.3230462984739893,0.4109562951256687,0.2532838005215626,0.36616459751577995,0.46731451725867945,0.460967072731404,0.35294999276311284,1.0
24,0.6533801609811526,0.25677203358286177,0.6687891309995969,0.6021835724512467,0.5636669573243691,0.21877681371520175,0.2818155544238346,0.41143457643727227,0.6402658022244921,0.2725179716820455,0.3348100794869287,1.0
25,0.48143629159271006,0.2775032744572813,0.37942316696258077,0.5154947365611589,0.42111834343553817,0.23682414151994127,0.384963270471687,0.4322845328231264,0.6423933612631227,0.36781047393653704,0.21193127903187592,1.0
26,0.4706229262855523,0.469416561097535,0.35439705210037925,0.4680978214117562,0.4591468268385062,0.5518235227830848,0.422771317093623,0.48470345764179457,0.38399512923275375,0.6952442095979985,0.394667719799486,1.0
27,0.5904247770949068,0.5652103602729096,0.5231608619382139,0.5350260190791957,0.5543538787514997,0.18074873832054994,0.5866526337694192,0.5502404259531055,0.5086375637266365,0.2992708316528454,0.5830433608268792,1.0
28,0.4596608410601393,0.6031284082880101,0.5117118131973157,0.5677387723036976,0.3380615699693426,0.1650279683025345,0.3044262290623416,0.3741833322907248,0.5283515690604301,0.27109541639704887,0.3377798231514698,1.0
29,0.4486648084401371,0.3766589261691127,0.3603959430872337,0.5172786239630156,0.37645969024827586,0.5606623287806357,0.364683866189178,0.5833791485763032,0.6556003594356992,0.42245097731777836,0.4519246520124725,1.0
30,0.3884324229258709,0.2602344998172079,0.5692707094084075,0.4870241417217043,0.3211318530135905,0.328081375086379,0.5010604071028312,0.5136105576654649,0.5687635575578414,0.37753673187311104,0.430872300457832,1.0
